p,q,g
106366565857178282625822363082519629212856953230257943920200647091672697196008632175623477434313536614001099328729086978004053016530270638134891130025083395473138862348374336630334821942470098464282402797380136665596449804959024871019227161165013467806579555030241434244104941450592316520054365748191517127481,432373320960135838043418851330336672677613966729,51400717266165226127560625264547739678851119454154135287056910899185189145386682704504721322049373793903294480220590712794088972107985471463150861192660803573326541289489308561942974054923537673268359854837856341588411611543521383389704647855482961434022728397931085812493631262611786753517402941229515969183
173411568929769957021909128075175373143688856691086126568761117083503442297562486533467607904270559680231772975265461401384277670421511158237241682661340713754904228880488766324909136215957947435707200414382353149827037723242391812755051953246141280317561109972069874077868611638773993847562460837475158179419,704906991655142578842692935872332158382631263219,134690550286729978443632322643743992654217849565664801024567973167384035409567450065115824227267864989675169061471400580648845084001917257236067207832042855067807737732345102041445761017888697368984517355263673591349783065512009392771414111044423859450342890723184323370810095638463774699044225518737673707882
154235105300498661271546765461441966060238230113804391042823277293938841071158790946204283532672352037844824261542247801937393691967594314675310078694672980396445704470014236000661997437653337809981598008286697710006138654263971738036967874187497783914637920347367828409125634303934727376063729652646411451203,1253911774813822088987058527862410764682504538227,88127315640499656428148684179793959951559061310824144502684516260956521058559971452515178487068739528793631717324561412714426356779103451622191530994274978150438503772844157255722076847619540586273197786743984560718681850571138287010565352655065615641758298354072858161060196877613878131717672268761819716541
161466346406071950149410221816765355870433875650130464908292755640037510086250857862992202830647730041762963190832536168247181484984785106002333454357804019003808273817372480281069641082024360621683055632919318333084916092858974781929007342230499366304800875085726779380475576128839830426239880276329963089057,656350422299372883575474556023246910931109970607,83672746762789781706489602553125734265951822250223121166255841386545752363704164397169047391789713279067241349701449620208759273544799214256135581664316190531218017719451808250845006008368337586546193902396919711981922471446229172121166754784323199530798694869626375820558797373497947893304171557246995720957
162398947007759600913621686394563918773356565115938743778718266499561518409132282490858158943587015211816999439532877789861810846360346266378245701029574716243260735920162056133702379133612213025172264235654389048481431709651188991408166331406219496216158702068072201886945219090760357824877615972455796566301,330070692196910163107335066433790560243075643749,156731655032374935163395255788746592428951253096818399790371927909595717768300803751858957716326571685633219950267936606101376148192301816488707115422004733247034173996515110075806665191550469940067551723116926714022722822514418571025248001579678047600659759575158892941501992787245348217768366894326533472460
162488944416623724211466991894870505474421711608207770809675935001677625480051537745383826968034742651558683894056372828369521511539492952515061455632395541687643743697862217358639727378024831493623595068372053875465578584381943265300051713806691791653835346570215962081473258856127578367242667713634226819999,330253609066674658276395816199548714665863521569,49816972646369388710231155063334760602895450143618048661684906007065189101579725619542605515464502253576428502204812226217267874648090020196991905662986769132800455502046761801782908194488416643740811036129827217513063284989961399775566494741801111532647573641516622231455476660277492984991736860019595939009
160113705572519397397413450145777505579623647519725594082022440339835354891093393323987216761863329552700157509356588224242954261778026726163442170055595854145752784259367678425632361395331147653586770466699467595079981812867799631443096242620592847149257168113871491531082560806956453671044534405505975622457,1301704046788150013921242500942747758867400222859,74788071596708300365352032102598185584030415180263726102042272219265666882312593004378327740556873475722969783422490162285959469831283711693246984133860525384139813170984744739323998544827539872557033771214904043385093368123476536009440091754820739762715628902530140528930723100318939347847199036945335219073
105565967420665401721006672964582591062872096663084482832856969828230332482728710586067757945136140121727846496719759509858507793547937183354177391174878010143337008097648943395272741949589967866730211418766415879245375919388513229846287595602698708720231811052141546946886662228266342808071617130094885430161,214559469633202734087343084903080107913266649419,73481120871663784335450787717272517793585101548095570331745875547857751756746910209818506866704636874496516961986515673237866841121562009713505367337015699631835963457274976313658424912907623968804746106332511166486788006012703297861670036817049427277684827717594628169414657897759488674734731612790250810093
160655496278480571360845703648861760273422858280542564136669345561864956135797350614546672526220778638820742593792472071482186021717388064575930760727867675026042518382989523199165146102154560208904721078449996290485918478816368884709904063957956350952343574166417038921057880225053438804800526853222505756699,326527184066916925502646449041280611108411654657,145858327080705128617868744440400092014641491186287272124500046902614020783149993851905182527896878162701310697596474346990615291105479489769514664377815321351340260680340042691807878931979744287584700960537588883268873914818385790896111476902180325656395292718855713305209807237776953533797642684411386815883
111106853345609284125240172289576247769069883655312444772454785506221135609547585287231112837802937006439824222332908777861681696953188014615006420116280860021183397896860343615696220949599037331818723681582463160089201293020515385487792109410492030374950488301212924625938849949064099219556863776859907141631,14113821497659386852606262768815848287147049521,98363722838214073724871632737746786416883023076025084155408167188831295336202612560865933906829313752396674819450041367404791969177704046130266342761030324079030751164843412681127190464991089222639732471791539036889841874750538009030968664894040341032676753625252527522814758191934331621287041282049411567856
150174522074139367984016465161196290250838884727298726739962917920958428238051300209834520951283965297523853013870653336576545433456858046487840996532372305492757004218953493577285389142328403966966470788526391132833096784433641298868497396964527624433550141951668173036233409983913078444456601040067178567933,610449875010370879155841741547479040648656949009,122090660573592834461244589814633123985639791633318694221105327369672332705298696748152267671465597696011136798922872236689830995695062872663094283701634771802816245782673168389841304431096256172960179749963660484580411824074015298193090943455391838932156254353191578870351951921340438996145875302808239753350
96735492038085557970344434346608652168363982586190363424152479431902851888366192873952474974629237714506201161774555878763870842653204249680651358591812932197598842959137282129431839884350228601038842860525956837028634085110410741785929624497374329361837914053266444004919269016166556791087257765612372519399,786447237628799719103117617250381908679712790913,96437364369025900518643562277020463624650391116216028518654460029546009780194319005438909642584524824668943953700398608188087015730016101611966832136899089474325672575580096920191888560786568940447417088768658401998167667974055531189019819625620395702262192753972462470665934067473561784266058038742686296517
121995551005086216498341173030365420514294854050782498375923902341910603263618978437352758001266034984265538982479826283494099537026833043609471928349585405760649061095536053916486654143196949242670639728758507119136293720346508269509777645284500392588756664417687808824082830298862140118512171790915945123687,123976037736464688082847892479926779276628544513,98963473069562197552990753173650777310887795670367860067199853178811775111716192521609985598690225080815454186826823909393274924349281766964854714506546163316143476683990763976894474584442440825398065628245813182550093634773438143907458814424551095392233173328383339550143249309064217863746832534035068307293
95064596475450558034527555177522134928267879931149745728480251845982994470721886173256261322391919649079339959853177926385964228604762876001515067276188124168222988859045340444949718384487157194977170893206716106424700723140439684790852406344882669202457470813278097370284283883733676183207059799243596423293,772863069378710556667408782678460780361447834563,45024279700781305739039001811558053465112562102519757891264262534955071374050091829246524651519279787870036218666233505446066771024650530145608242698165155067129363122164270559630567971444054974184327012670575123418798407088833268596454709397530332885914220905301815224975507871183473074781869620676180020483
144972373861932519139410886361713819587245719969378847778498468442472395889029340006238003203134022055561301656777456209126768883078003004607050783875102986614732918621447569972626210957066777715937479880106750654500049429834392063207641242124899935481138971106998005382440960999472319631099497504450084160797,1178606947192851760222303834265510846400591864173,53972496070372633952401527005619563651707000469026396215784848921268899192389509899437201327113538136522245112223566911534045242756898796992693423693725322526123962562661108612923403223432873037804897152577931892008362701489257408251135300308866551350146192858924362542274560426905245207865264737614154020878
135583007923475714425955343188680433044640774566996891596825509205533030943475145572436172524888653552615409201370248901212096971857328322069153398178020962531469803040460460975344129652105670093922308601766949725780089721041471745257729012931685511282185546158725872364587728839479881573633433889822539393639,551136298603001230635802177316017008680860836403,134923727754449276038102172281654175390454633879799846558164576941867028676986582806368498031156434267592974679528574222911323471552985562956903393284414465324638433359837637818355912596243882396691624435749379453136489309536311976606434166382587335353742930192180297366805600672808802769076378977628257530534
160622324165213996268879789216247149449463876799874988899322150214432033343636131753419297349618767264117746552998653536968398384550727196798273739293574387593253117744429860682051831558584268377437665370015793856362177153935206186912105709743294561397057579783693579484060620641305953175105043111865150411261,1305839051209007572023358797795643746754054303649,141974495682020588096585571617939679984423565915948705853768059930071266444877682862778810264095681365918662606409913668790558667830895398614342382212185034944298958643470139261591114142452024737053148971836474627030069219202248271750107963927049529780559969942872495748923911633153635341039529920266028996205
171123785769798931051595453021532454723674451576331733609454807414881880859800096630385986692345915508222843224503099352783140484708812930640875120726712458889333835514875229687811263914275874499843932514967615890237672587506218438658200444324672708390903776944093138356253231951218187041147371210024582220411,1391214597412247529542299166478761934678482456653,66756745321102327741107582099598712157114771040009857708139229337668352639411311985609535717676450486053375021181097276874573508162650220235591555794541620462236742084072429924709499304865477761363308475400074572360410187277115658910922752282915195702240641724548251587868650700487259736494072605517176631002
115590464689598719491540029141917707869650416351401430465123933753811760757800217352645484665970135429341823075649689972311564478969055347901108506038839036354439415840522131701381457303895105652589890636364793349258801733589168361162394222681022040037172756178668565739059311900622452333133020264184807361741,7341685667155864889674226068468820048259899291,61947937658513374979843566210712395883352059231170843186299317325937649720969635725514339427419467916205190513277117255438506995227819383697251065222993759895024490155932050593933680439404112476219535257798930820798670847535602902523099364146291560665953046011908587465991180985148515696586402588762276405502
128770367541387663064279113383950466647957791196833501755536604558461025612716257340836887280821348672336713167190546633784789618062601177384112931417799571700767797381234691661765806361134026699062073466079188147257651080285468398409206364448351812608308961427578769024112679486951363984136136920198393318013,523443349011437899523405197697824282183967513311,127904545604150385487359893223082902182149725439480305464540655003000040225391904593144783882515958051178743161723106763646681009297171952010767103935455624473938725065024524057007259610250649615645518214528678737885747441494439117624887326280545574605876379454964027578523066864832775051786547586073704636589
