0,5385618156231853498215810941080610062085252881585693359375,11 11 11 7 11 3 3 3 5 11 11 7 3 7 3 5 11 11 3 5 7 5 11 11 7 7 7 11 7 11 5 7 5 5 3 7 5 3 3 11 3 11 3 11 7 11 3 3 3 3 5 7 7 5 11 3 7 3 7 3 5 7 7 3 5 5 7 3 11 3 11 11 7 11 5
1,3576328047459932124778878101572666670353427410125732421875,3 11 5 5 5 5 5 3 7 11 11 3 5 3 11 11 3 11 5 3 3 11 3 5 3 3 11 7 3 5 7 7 3 5 3 5 5 5 3 7 3 7 11 7 3 5 11 3 5 7 7 11 3 11 11 11 3 7 7 5 5 5 3 5 11 7 11 5 11 5 11 11 7 3 11 11
2,3205449583278902126653661113261427163798257160186767578125,5 5 5 7 5 11 3 3 3 3 7 3 11 5 11 11 11 3 3 11 7 7 3 11 3 5 5 7 11 5 11 11 11 7 3 5 3 5 11 11 11 11 7 3 11 11 5 5 5 11 5 7 5 7 3 7 5 5 3 11 11 5 5 3 3 3 7 11 7 11 3 11 5 7
3,5235933410853428732330063322759684998666711846239013671875,7 11 7 7 11 5 11 7 11 3 11 7 7 3 5 7 11 3 7 7 11 11 3 5 7 3 5 3 11 3 3 7 7 11 7 7 3 11 11 5 7 5 3 7 3 7 11 5 5 3 11 5 3 7 3 7 7 11 7 7 5 3 7 11 5 11 7 5 3 7 3 5 7 7
4,4497369659084106189387100954218616440600827121734619140625,7 7 5 3 7 3 11 7 7 5 7 7 7 11 11 5 11 3 5 5 7 7 3 3 5 5 5 3 3 7 3 5 11 11 11 11 5 7 3 11 11 5 11 3 3 11 7 11 5 3 7 3 5 3 5 11 11 11 7 7 5 3 11 5 5 5 11 7 11 11 5 3 7 5
5,5520672193083149917664245969537181317218425273895263671875,11 11 5 3 5 5 3 5 5 5 7 3 11 3 11 11 3 7 5 3 7 11 7 5 11 7 7 5 5 11 7 5 5 7 7 5 7 7 7 7 5 7 11 5 5 7 7 11 7 7 7 7 11 5 3 5 7 5 3 5 7 7 11 11 11 7 5 11 5 3 3 7 7
6,3199462089321759692064719819578932762631877309417724609375,11 7 3 7 7 5 5 3 7 7 5 3 3 11 5 7 7 5 11 5 3 7 11 7 3 5 11 7 3 7 11 7 7 11 11 7 5 11 11 3 3 7 3 3 11 11 3 5 5 11 5 5 11 11 7 7 7 11 11 5 5 3 5 7 11 5 7 7 11 11 5 7
7,5068492130753872058926981436469198795852363109588623046875,5 5 5 11 7 3 5 11 5 5 11 3 3 5 11 5 3 3 11 3 11 11 11 5 5 5 5 7 11 5 5 3 5 3 11 5 5 3 11 3 5 11 3 11 3 7 5 11 5 11 5 3 3 7 5 3 7 3 7 7 3 3 5 11 7 11 11 7 11 11 5 3 7 11 5 7
8,4542222726517910593039157499245412484682481085052490234375,11 3 5 3 7 7 5 3 7 3 3 3 11 3 3 11 3 5 11 7 3 5 3 11 11 5 5 11 7 5 3 3 3 11 11 7 11 11 5 11 11 7 11 5 5 7 7 3 11 7 11 11 7 3 3 5 7 3 7 5 5 7 11 3 3 11 7 3 5 3 11 3 5 3 5 3 11
9,4214890242480476379144605357094141358381271038055419921875,3 7 11 11 3 5 11 7 5 5 3 5 7 5 5 11 5 5 7 3 5 7 11 3 3 11 7 7 7 3 5 11 3 3 7 3 11 7 3 11 5 3 3 5 3 11 11 3 7 7 5 3 5 11 3 3 7 5 11 3 11 7 11 7 11 11 7 3 5 7 5 7 5 7 11 5
