0,1271278987731872274716759727719854808807373046875,11 5 3 11 5 5 5 5 11 7 3 11 11 11 5 3 3 11 5 3 7 3 3 5 11 3 11 5 5 7 5 3 3 7 3 5 11 3 7 3 7 7 7 11 7 3 3 3 5 11 3 11 3 5 5 3 3 11 3 5 5 5 3 7 3 3 11
1,1139442648263381816597984644845203199005126953125,7 3 3 11 11 3 3 5 5 5 3 3 3 5 3 5 3 3 11 3 5 7 11 3 3 7 11 7 3 5 5 11 11 11 5 11 5 7 7 11 5 5 11 7 7 3 3 5 3 3 5 5 11 3 3 7 11 5 5 11 11 3 11 7 11
2,810607940290482886415336631784691223944091796875,11 3 11 7 3 5 5 11 3 3 5 7 3 7 7 7 11 5 11 3 5 11 11 3 5 11 3 3 5 11 7 11 3 7 5 5 11 7 7 11 5 7 5 5 3 11 7 5 3 3 3 7 11 7 11 3 11 7 5 3 3 3 11
3,1050788070746922260168028967128303438446044921875,11 7 7 11 5 7 11 11 5 5 7 5 3 11 3 11 11 11 3 3 11 5 3 3 7 11 7 7 7 3 3 5 7 3 5 7 5 3 3 11 11 3 5 11 5 7 5 7 11 11 11 7 7 3 5 5 5 7 3 5 11 3
4,879260995396059564434984933296872034039306640625,7 7 5 5 5 7 11 3 7 3 7 11 3 7 7 11 11 3 5 11 3 5 7 3 7 5 5 5 3 3 3 7 3 3 5 7 5 7 7 7 11 7 5 3 7 7 11 11 7 3 11 3 7 3 5 7 7 3 7 3 5 11 11 5
5,765946345784120192948926900005920357611083984375,7 7 7 5 11 11 7 3 7 11 11 5 7 3 7 11 7 11 7 3 7 3 3 11 3 5 3 11 3 11 3 3 3 5 7 11 7 11 3 11 3 3 7 5 7 11 5 5 7 5 3 5 7 5 3 3 5 5 7 5 5 11 11
6,996910591659881550589502941490421123504638671875,3 7 3 7 5 11 11 3 11 7 5 7 3 5 11 3 5 7 7 3 7 7 5 5 5 5 5 3 7 5 3 7 3 11 11 5 7 5 11 11 11 5 11 3 5 3 5 11 7 5 5 3 11 11 3 3 3 11 5 5 7 3 3 11
7,992893411201637287156016351859526389495849609375,5 7 11 11 7 7 11 3 5 7 5 7 11 7 11 3 3 7 3 11 3 7 5 5 7 5 7 11 3 11 3 5 3 7 5 11 5 11 11 7 3 5 7 5 5 11 7 7 3 7 3 11 3 5 11 5 3 11 3 7 5 7
8,887999315659780017957870828728744048616943359375,11 5 5 7 5 3 11 3 11 11 5 7 7 11 11 11 7 7 11 3 5 5 5 7 7 11 5 11 3 11 7 11 5 3 7 3 11 11 3 5 11 3 5 3 7 3 3 7 11 11 3 11 11 5 3 11 7 5 7 7
9,1359423534081656659894776738396028804779052734375,3 11 5 11 5 3 3 3 3 7 5 3 11 3 11 5 3 3 11 3 3 3 11 11 5 11 5 5 5 11 5 3 7 3 5 5 7 5 3 5 7 11 7 7 5 11 5 5 11 7 5 7 3 7 3 7 5 7 5 11 5 7 3 11 7
10,1007297185353805068895467888106368541717529296875,5 7 5 7 5 11 11 7 7 5 7 5 11 7 11 11 5 3 7 7 5 7 7 11 3 3 5 5 5 7 11 7 5 11 5 3 5 3 5 7 7 7 3 7 3 7 3 5 11 5 3 3 5 5 11 5 5 7 5 11 11 7
11,1019370568833680948146843454575780426549072265625,3 3 3 3 7 5 7 11 7 7 7 11 5 5 11 7 7 7 7 3 3 7 7 11 5 5 7 7 11 11 3 11 11 3 11 11 3 3 3 5 5 11 7 5 5 3 5 5 11 11 7 11 7 11 3 5 7 5 11 7 7
12,1370612205144057126231359262991880893707275390625,11 5 11 7 5 5 5 11 5 7 5 7 11 7 11 5 3 7 5 7 7 11 3 3 5 3 7 11 3 7 5 3 3 3 7 5 5 5 5 5 5 5 5 7 11 3 11 11 5 3 11 3 5 7 11 7 5 7 7 3 11 3 11
13,1137314271012784528924164184857275682513427734375,3 5 3 7 3 7 11 11 7 5 7 7 5 7 3 3 11 3 5 7 5 7 11 3 5 7 11 7 3 5 5 3 5 5 3 11 7 11 7 3 11 7 5 3 11 11 3 5 7 7 11 11 3 7 11 3 7 5 7 7 3 5 11
14,1276577242973533654914878166676533929351806640625,7 5 5 5 5 7 7 11 7 11 3 7 3 3 5 7 11 3 11 7 3 3 11 5 3 5 3 3 11 11 5 7 7 11 5 3 5 11 5 11 3 7 5 7 5 7 11 7 7 3 3 11 7 3 3 11 5 5 3 7 11 11 7
15,1023494874104145058605223019930165686798095703125,7 11 3 5 11 5 7 7 3 5 5 3 11 5 7 7 3 5 7 11 5 7 3 5 11 3 3 5 11 11 11 5 3 7 11 3 11 11 11 3 7 3 5 3 3 11 11 3 7 7 3 3 7 5 5 5 5 5 5 11 11 7 7
16,864934398369915601907017040969555891510009765625,11 11 5 3 3 7 11 5 5 5 7 7 5 7 5 3 5 7 5 3 11 3 7 3 7 11 11 7 3 11 7 7 11 3 11 3 11 11 11 11 11 3 5 5 11 7 11 3 3 7 5 5 3 11 11 5 7 11 3 5 5
17,967103971949646708268847095967071158599853515625,11 7 5 7 3 7 3 3 11 3 11 11 3 7 3 5 3 5 11 7 5 5 5 3 7 5 5 5 5 7 7 11 5 11 5 5 3 11 3 3 7 5 7 11 11 11 7 3 5 3 11 7 7 7 5 7 5 11 7 3 7 3 11
18,998897301821148321394299141591103268646240234375,11 5 7 7 7 7 3 3 11 7 11 11 11 3 5 5 3 5 11 7 7 7 7 3 11 11 11 5 5 11 3 3 11 7 3 5 11 5 5 11 7 5 11 5 3 5 5 11 5 7 11 3 7 3 7 7 7 11 11 5
19,1389804440052767410624315641929176833660568359375,3 11 7 7 7 5 7 5 7 11 11 7 11 11 3 5 5 11 7 11 5 3 3 11 11 7 11 11 3 7 5 7 11 11 11 7 3 3 11 5 11 3 11 5 7 7 3 7 3 5 11 11 11 11 7 7 7 7
20,1220874480003625726148587839722459550567626953125,5 7 7 5 7 5 5 11 7 5 7 7 11 7 7 7 11 11 5 5 11 7 11 3 7 3 5 7 5 11 3 11 11 11 11 11 11 3 7 5 11 5 11 11 7 7 5 3 5 11 3 11 11 3 5 3 3 7 5
21,1125786530123544620627872179071033777618408203125,3 5 5 11 11 3 3 5 5 3 3 3 3 7 5 11 11 7 3 5 5 11 7 7 7 3 3 3 3 11 3 3 7 5 3 11 3 5 3 3 7 3 5 7 3 3 11 7 3 3 5 5 11 11 3 7 7 5 7 5 3 5 5 3 7 11 3 5 7
22,1398456222549607649952018798227544576104736328125,5 3 3 3 11 3 5 11 7 11 7 7 11 5 5 11 11 11 3 5 7 7 5 3 5 7 11 3 11 5 3 7 7 11 5 7 3 11 7 11 7 3 7 5 5 7 11 11 7 5 7 11 5 5 11 3 11 7 7 11
23,1248228942253959833655899228221370747222900390625,3 3 3 11 11 11 5 5 11 5 11 11 7 7 3 7 7 3 11 5 5 3 3 7 11 11 11 7 11 5 3 11 7 3 3 7 11 5 5 5 5 11 11 5 3 11 5 11 5 3 3 7 3 5 11 5 3 11 11 3 5 7
24,872207766909854534874501349176651477813720703125,11 7 11 5 11 5 3 7 5 11 7 11 5 3 7 11 5 5 3 5 3 3 11 5 7 7 5 5 7 3 11 7 3 5 7 7 5 5 3 11 11 7 11 7 3 3 7 7 11 5 11 3 5 5 5 5 5 3 5 7 3 7 5
25,747538417144699361974351866688905646135986328125,7 7 7 11 7 11 3 3 7 11 5 3 7 11 7 3 5 7 7 5 11 11 7 5 3 3 11 5 5 11 7 7 11 11 3 3 7 11 11 5 3 7 5 11 11 5 7 11 3 3 5 11 3 5 7 7 7 11 7 5
26,778263029170973659078208750509886565147041015625,3 11 11 3 3 11 11 7 7 3 7 5 5 3 11 7 5 3 3 7 5 7 11 3 7 3 11 11 5 3 3 3 11 3 5 3 11 3 5 11 11 3 7 3 11 7 3 3 3 11 11 5 5 7 5 11 3 7 11 11 3 7 11 3
27,787938715600164003048165727573070502389380078125,5 7 5 7 11 5 7 3 11 7 7 5 7 11 3 7 7 5 3 7 7 11 11 3 11 7 3 11 3 7 11 7 11 5 7 7 7 11 11 11 7 11 7 3 11 7 3 11 11 11 5 5 3 11 11 3 7 7
28,895625357512323386410954670384466648101806640625,5 3 5 3 3 7 11 7 5 5 3 5 7 3 5 5 7 3 5 7 5 7 5 7 7 11 5 3 11 7 7 3 11 3 7 3 3 5 5 11 5 3 7 7 7 5 5 3 5 11 5 5 7 5 5 5 5 7 7 11 3 7 3 3 11 5
29,732654524204277809294581133308387241363525390625,11 7 5 7 5 5 7 7 7 7 11 7 5 5 5 7 5 3 5 5 3 3 3 5 3 3 5 5 3 5 11 7 11 7 7 11 3 7 11 11 3 3 7 5 11 11 5 7 7 7 5 5 11 5 5 11 7 11 3 3 3 3 11
30,1109981286063341476871007317204738686686767578125,7 3 7 7 11 11 11 5 7 7 5 3 11 3 7 5 3 11 5 5 11 7 7 7 3 11 11 3 7 11 7 11 11 11 3 3 7 5 7 11 3 11 7 7 11 3 5 7 5 11 7 5 7 5 5 7 7 3 7 5
31,921177884867382158445760530739186427222900390625,7 11 5 11 7 5 5 11 11 11 5 7 5 11 7 3 5 5 7 7 11 11 3 7 3 11 11 5 3 5 11 7 7 7 11 7 11 11 5 7 7 5 7 7 11 7 5 7 11 3 5 7 7 7 11 11 7
32,778512019726063268369561855599558353424072265625,3 3 7 11 3 11 3 3 11 5 3 11 5 5 5 3 5 3 7 3 11 5 3 7 7 5 11 5 11 5 3 11 5 5 3 7 11 3 5 5 3 5 11 11 3 11 5 3 3 5 11 7 5 5 11 7 5 7 5 7 3 5 5 5 11
