0,29484294358196916188841217752974637195240087820878854910320466267770994324626412760978586020776070654392242431640625,7 7 3 11 7 7 7 5 3 7 7 7 7 3 3 3 7 3 3 11 11 3 5 5 5 5 11 11 5 3 3 7 3 7 11 5 7 7 11 7 7 11 11 5 7 5 11 3 11 11 3 3 7 7 11 3 3 3 3 11 3 5 7 11 3 11 5 11 7 7 5 5 11 7 7 11 11 3 5 3 11 11 3 5 7 3 5 7 7 5 5 7 3 5 11 3 5 11 3 11 7 7 11 11 11 7 5 3 11 11 5 11 11 5 7 7 3 7 3 7 11 3 5 5 11 7 11 7 11 7 5 11 11 3 11 5 7 11 11 7 5 7 5 7 5 11
1,35172270446012284549042549910400233853517197219404486122695865607107096326717767625454480366897769272327423095703125,3 7 11 5 5 3 3 11 11 5 7 11 7 3 5 11 3 3 3 5 3 7 5 3 11 7 11 3 3 5 3 3 11 7 11 5 7 5 5 5 3 3 7 5 11 3 5 3 3 11 7 7 5 11 11 3 3 5 7 11 7 11 11 11 5 11 5 3 7 11 5 3 11 5 5 3 11 3 7 7 7 11 7 3 5 3 5 7 11 5 7 11 11 11 7 7 5 11 5 11 5 7 3 5 5 11 5 7 11 11 5 7 5 3 11 7 3 5 5 5 3 11 5 3 7 7 5 3 5 11 11 7 7 3 3 3 3 3 11 3 7 7 7 3 11 5 3 11 7 5 5 11
2,20637232272096272726929678305971650126243987611217209520042438442317381144892151094904952268232591450214385986328125,11 11 7 7 5 11 11 3 5 5 5 11 5 3 3 11 5 5 5 7 5 11 7 7 11 3 3 7 5 5 7 11 5 3 11 11 3 11 7 5 5 3 11 11 11 5 11 11 3 7 7 5 3 7 3 5 5 7 5 5 5 11 11 11 7 11 7 11 11 3 7 5 5 7 11 11 3 3 7 7 3 7 11 5 11 5 11 5 7 11 5 7 7 7 7 5 7 7 11 5 3 11 3 11 3 11 11 3 7 5 7 3 5 3 3 3 7 11 5 7 11 11 3 11 11 3 5 11 3 7 7 7 7 7 11 3 11 3 11 7 7 3 3 11 7
3,25737136773014536847106970757426230263190934668353240216029496127629570878107863513749889898463152348995208740234375,5 5 5 7 5 11 5 11 7 3 11 7 7 11 3 5 7 5 7 3 3 3 3 3 3 11 3 11 11 7 5 11 5 11 3 7 5 5 3 3 5 11 7 11 3 11 5 11 5 3 5 7 7 5 7 11 7 5 5 11 11 3 3 5 7 3 3 7 11 5 7 3 5 11 3 11 7 7 3 11 7 11 7 3 3 3 7 5 11 11 7 5 11 5 11 3 3 11 5 3 3 5 11 11 3 11 11 5 3 11 5 11 5 5 3 5 3 5 3 3 11 11 3 7 7 11 5 3 5 7 11 7 3 3 3 11 7 11 11 5 5 7 11 11 3 11 5 11 5 7 3
4,38151943202270494645992224723864731803873751142775501385742365843449152504071875124935786516289226710796356201171875,5 5 3 11 7 3 11 3 5 11 3 3 5 5 5 5 7 5 11 11 5 11 7 5 7 5 5 11 7 7 5 5 3 5 5 5 5 5 3 3 5 7 7 11 11 11 11 3 7 5 3 3 7 5 11 5 3 3 3 5 3 7 5 5 3 7 3 5 3 11 5 3 5 3 7 3 7 11 3 11 5 3 3 7 5 5 5 11 7 11 7 5 3 3 11 7 11 5 11 11 11 5 5 11 3 3 7 11 3 11 11 11 5 5 5 3 5 3 5 3 5 5 3 5 5 5 5 3 11 11 5 11 5 7 3 3 11 5 3 11 7 5 3 5 7 7 3 5 7 11 3 3 5 7 11 11
5,28547454340508989638661509799821225179600259904991956462651782662837701903019539209861932249623350799083709716796875,5 3 3 5 7 7 3 5 7 7 5 11 11 5 11 5 11 11 3 5 7 11 7 3 11 7 11 5 5 5 5 3 11 11 11 5 7 3 3 5 3 3 11 11 11 11 7 5 5 3 7 5 7 11 7 3 3 3 5 11 11 3 3 3 7 3 3 3 3 11 3 5 11 7 3 5 11 5 7 3 5 3 3 3 3 3 11 5 3 5 3 7 5 3 5 7 7 3 7 5 5 7 11 11 5 5 5 3 3 3 7 7 11 11 7 5 11 3 5 3 7 5 5 3 5 5 3 3 7 5 3 7 11 3 5 5 3 11 7 5 3 3 7 11 11 3 3 7 7 5 7 3 5 5 11 3 3 7 5
6,24829362160534367581422792450984713604820979661568334977176832879997682271055762811441307349014095962047576904296875,11 3 3 7 3 5 5 3 3 11 3 3 7 11 3 3 7 7 5 7 11 3 5 7 3 3 7 5 3 11 7 7 5 5 7 5 7 5 3 7 11 5 11 7 3 5 7 3 3 5 5 11 3 3 5 3 11 11 3 3 7 5 7 11 5 11 5 11 7 7 3 11 5 7 3 7 5 5 5 7 5 3 3 3 7 11 7 7 5 3 3 7 3 11 7 7 7 5 7 7 11 3 5 7 5 3 11 3 7 5 5 11 3 5 7 5 7 3 5 5 7 7 11 7 11 7 5 5 5 3 3 11 7 11 11 7 7 5 7 3 5 7 11 11 5 5 7 11 7 7 3 7 7 7
7,23790384583161138425384384532485782124183601925877852747410389513205402703939990963105856280890293419361114501953125,3 7 7 3 5 3 11 7 5 3 7 11 3 7 7 11 11 7 3 7 7 11 3 11 3 3 3 3 7 7 11 5 3 3 11 5 7 7 5 5 5 7 7 11 3 7 5 3 3 3 3 5 5 7 3 5 11 11 11 11 3 5 11 11 3 5 7 7 11 7 11 5 5 5 3 3 3 5 5 5 5 11 5 5 3 11 7 5 5 3 7 11 5 7 7 11 5 5 5 3 5 11 7 7 11 7 11 3 3 11 7 5 7 7 5 5 7 5 11 3 11 11 5 3 11 3 7 11 11 3 3 5 3 7 5 7 5 5 5 7 7 7 11 5 3 11 7 5 5 7 3 11
8,29852527025092569253778627702245122161753349379583024114157925803977742355906921993704681881354190409183502197265625,5 7 7 5 7 3 3 5 7 5 7 3 3 3 7 7 3 5 3 3 7 5 11 7 11 3 11 3 7 7 3 5 7 11 5 11 7 11 7 5 7 11 3 7 11 11 11 7 3 5 3 3 11 5 3 3 7 11 7 3 3 3 5 7 11 5 5 5 3 5 5 7 5 7 5 5 11 3 11 7 5 3 5 11 11 11 3 5 5 5 5 5 3 3 5 5 11 7 3 11 11 3 7 7 11 11 3 7 11 5 5 7 11 7 11 7 7 7 5 11 7 11 7 5 3 7 11 11 5 3 7 11 3 11 7 5 5 11 11 7 5 3 11 7 5 5 7 5 11 3
9,35538722648919725302117413931244193049706368309027409659711816433306836137984430944886526049231179058551788330078125,5 5 3 7 7 11 5 5 7 5 7 3 5 3 3 5 5 3 11 11 3 3 5 3 3 7 5 5 7 5 11 11 7 7 7 5 7 3 3 3 5 5 3 11 5 11 5 3 11 7 3 11 11 7 11 11 7 11 5 5 3 3 5 11 5 7 11 5 3 3 7 11 11 11 5 7 5 3 7 3 5 11 3 3 5 7 11 7 7 11 11 7 5 3 11 11 3 5 7 7 7 11 5 5 3 3 3 11 11 7 11 11 11 5 5 5 5 7 11 7 3 5 3 7 3 7 7 5 5 5 5 11 7 11 7 3 5 11 7 3 11 7 7 7 5 11 7 7 7 5
10,21191313850879045160948988518233737385223310946253336051170239597383666707046460359264496844843961298465728759765625,3 11 7 7 11 5 11 5 5 3 11 7 3 5 7 3 3 11 5 11 3 5 11 11 7 11 3 11 5 7 11 7 7 3 5 5 5 11 11 11 7 5 11 7 3 3 7 7 3 3 11 3 5 11 7 5 11 7 11 7 7 7 7 7 11 3 7 3 5 3 11 5 11 3 5 7 11 11 5 7 11 5 3 11 3 11 11 11 5 7 5 5 5 7 11 11 7 3 5 5 5 5 7 7 7 3 3 7 3 7 11 7 3 3 5 3 3 3 7 7 5 7 7 7 11 11 5 3 5 3 11 5 7 7 5 3 11 7 11 3 5 11 3 11 5 7 5 5
