p,q,g
65315402079856726784517772974046417623013711078707130445930513288556561276773052027681912856735747750873344409367311277515855696484209546339509581438729639255110364035357973454107479772591199180405141967291967007421644022899727635183100891032012879090160145525882347119386366150462366385737137939094904689705,616331645966678974234758089583037939776564780013,21034087593097499126052023161734943710254130835769180201102977503619326828543085413648681254834322185823029307128489112098663852329852468582413599118374865725302107448103552131348909674961975207127371878077673593879698618890716372348721262036846880490346653326867440318991013265747104091333196547278654707321
2535893096214633611021194246761775131554968163767782183550975290127981623798793141131581916967534538641050118439116846000727128430747918350281898976640235524979290915080516446310159100159020083243229084903485470866716699050032011093275475020506880343898955237778372165564637379885921462826577375580159187785,20903184906739147890906817584057488553532810441,2428790079608863580307527221467278054789046832695717846964339036286195248687698550272526431460858366131598566545669610670192440601082123929157027422420681945958966250241007210315439902060948407893407384754573857169577217991290582322845808130092385281384859078219701498748156470286457965748732073869759846101
64193156221982257489719072744059889028498842968096957897541552972722444657801452495626011447824153342603632725063242409953985681282660390891128260619415682266667000602385286673379887898367303293536182692565455203308839251420279613113299469292229331610908637022336672726322578137112631799068179416935670221972,698186355598356576121864351447849694062179184063,16493530997787151731396442183238930582348985095457071638061623276748749961684319192626395504517728544093675269453190135437378943055536227274345453084582207983564740682294340454287392164935975811504731935213275165373199695531342546429136073026075100608523164226609985343684056772075188008053375991220154562416
10896231218253077692671116674091726767065643686034766053194641260921077097580723803754903879856784054247494577155857157605457175518072951513366448326867210308683098779543353475788610674979078057719697864701493665817828587759405501654705762497932989741642501686482051694736565616378763769187292974102633975558,125948023041867489003376331708740596254384214781,5340956131886589459145674247590504542529848879116925657519440059474863579907034230782314098895142168108387367585177256934605998607803760787992016536337318251410336152573632525994402509824492703587928575581746154232821162909659284648860034849402026913936121281672855015562339577254139213279306632562106323078
2997176443748771587903402799138746899910244677443818925967655164307804982704356007965459499543431139494718897220834885422477561100314973936827092682604067474017305789433313358066026701477716662258909604603369523723731614381465556980180017046371327104342783908599597515792148452417871575237654738196157880760,45239284470709218800162514248821715796732128531,728546190082720194064659562336338406528392516662355151801933226881956216469649057873631383689536665720875306378021942230288129904936360620560499502138920878316587534853112750721648871477383374606685112124528418967868882407379882794522621895941684982302617556198532001641080254336663068750502667535141884392
60983696022388727164646016669571643839524560017203442991547773727777911320025363074812028969977376628070539097687222169358030791723364991603769765329979278878233096746574306947176351569064961810293547175131356620564027201326462031335953226015337575789472488190566518686890600489999780138620392503377526127502,583983949319193745004580687760662510032357991709,58502677545388021176646691272994089081341461174538440243879604196207755013725396924649901264915157520277598825192770934850818195958940070845344156421348733004658203338667885517421847230239640351160872381047323621674150848016903118542702435644888000855983366665343259225744948870329587650092585327785704202496
71660963202932909598631137117076189872511797706431626624394878207441579062821382054673879267196592744016234447875067560463347256919060402088963753034966886910423272270200356320162969552434895084555836289167858602456467823994473501696847398569117981108642246046725660654001797436764219142112781249569339381277,591671853790646978279591445403678069721071873957,14875650787357795514511677793281066260934161626898406596347347285201837432168390925026160055297851315030413980903334716762395363098564362852196148125256539395868360754374428547232318276328507869758157536096754368422886473909769345766859654862302900352742124139256864634697494821930323465260447641914313104857
46548309576609139820737935320621167020797060385445402643737380981241738557912232731250575347526576437342840531978292705432085236565044171788162824884980742967495919029854403568223273355563323602447169423351048769286541277251170053034638059202027997863863970081843855397365568474415495169403073479468734755260,646694715942399984529695484762509523226232934561,35965469931556741220550577538247200324792913524333339463424527037264948063423727527308494420572267181775833755449333765089141399359059722114507821107446101566944684104979793191051797552265619948126993523984660267845981642346168007630376421507069915104330329706713240479189241872000359985493276718354791794008
35819544448085449375710491701883865331529481970217986259848547936591673512426660321696058188290563675618527050717884770127356958409875022772297941027966154972872205140255394000911675179714254855900784008583912467236028936785647034945897792263132278830470131376321102816002258715260912568985223716738688139721,430804374160845524476317358910417718073669256383,18400898626716793800425807419935005948553958879293698835486620812487497140008240397007078887439390905576355990977624057301753834947790949554016350985702686188717191771241730175863770560980188218647901836710348838364795896365197217912606872436700433633112066485582114516681352159985397889560137020564246685187
50706510059444465593704291701380401438456627889916556449398205616521058029062502882978558589024183302927307547838641826900115819413179707391970934580493937374583694340346124707223907708223845197500860980822036014106805064296764759231054898783040626668495465386210378417409790388650979783060720810125827002505,706497758750748791940753377721881271617329615289,45338641482485170507640384494255190749610938578880844596086820944558052675777623449025745283936756986708411947185690758146466521483316891745672730621620431770543609882098531964563073370280832571831201720711624916873374245455773028889909248269066541842144691229705936446908109939784701882755188457290320604706
